************ System Start **********2014-08-05 09:07:09,194 INFO  [CheckIn.StepPages.CoinsMoneyControls] (line:44) 打开界面
2014-08-07 09:47:59,515 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:124) 读卡器初始化成功
2014-08-07 09:48:08,965 INFO  [CheckIn.StepPages.BankCardPaymentOftwo] (line:81) 打开界面
2014-08-07 09:48:09,291 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:205) 读卡器内有卡,正准备跳入输入密码界面
2014-08-07 09:48:09,344 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:164) 退出界面
2014-08-07 09:48:41,314 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:201) 预授权返回信息：交易成功
2014-08-07 09:48:41,331 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:202) 返回全部信息：0001026222600250004321732 1001000284551765000000010000                                        123456789111115111150300000669549940807094514023983
2014-08-07 09:48:41,332 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:210) ReturnCode：00
2014-08-07 09:48:41,332 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:212) BankNumber：0102
2014-08-07 09:48:41,332 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:214) CardNumber：6222600250004321732 
2014-08-07 09:48:41,333 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:216) Valid：1001
2014-08-07 09:48:41,333 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:218) LotNo：000284
2014-08-07 09:48:41,333 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:220) CertificateNo：551765
2014-08-07 09:48:41,334 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:222) Money：000000010000
2014-08-07 09:48:41,334 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:224) Note：                                        
2014-08-07 09:48:41,334 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:226) ContactNo：123456789111115
2014-08-07 09:48:41,335 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:228) TerminalNo：11115030
2014-08-07 09:48:41,335 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:230) TransactionReferenceNumber：000066954994
2014-08-07 09:48:41,336 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:232) TradingDate：0807
2014-08-07 09:48:41,336 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:234) TradingTime：094514
2014-08-07 09:48:41,336 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:236) AuthorizationNumber：023983
2014-08-07 09:48:43,583 DEBUG [CheckIn.StepPages.BankCardPaymentOftwo] (line:190) 返回的数据信息是：交易成功
************ System End ************************ System Start **********2014-08-07 11:02:31,417 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:56) 打开界面
2014-08-07 11:02:34,802 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:124) 读卡器初始化成功
2014-08-07 11:02:46,064 INFO  [CheckIn.StepPages.BankCardPaymentOftwo] (line:81) 打开界面
2014-08-07 11:02:46,381 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:205) 读卡器内有卡,正准备跳入输入密码界面
2014-08-07 11:02:46,455 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:164) 退出界面
2014-08-07 11:02:47,364 INFO  [CheckIn.StepPages.BankCardPaymentOftwo] (line:144) 打开密码键盘失败
************ System End ************************ System Start **********2014-08-08 09:16:38,901 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:66) 打开界面
2014-08-08 09:16:52,845 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:134) 注册函数成功
2014-08-08 09:16:53,258 INFO  [CheckIn.StepPages.BankCardPaymentOfone] (line:145) 读卡器初始化成功
************ System End ************************ System Start ********************** System End ************************ System Start **********2014-08-08 09:19:38,168 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
************ System End ************************ System Start **********2014-08-08 09:21:02,360 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
************ System Start ********************** System End ************************ System Start **********2014-08-08 09:25:49,529 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 09:42:22,374 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 09:42:23,221 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 09:42:49,692 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 09:42:52,658 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 09:42:59,202 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 09:42:59,243 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
************ System End ************************ System Start ********************** System End ************************ System Start **********2014-08-08 10:09:21,758 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 10:09:31,837 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 10:09:31,880 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 10:16:39,085 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 10:16:42,129 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 10:16:47,334 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 10:16:47,378 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 10:18:34,575 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 10:20:16,627 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 10:21:31,010 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 10:21:31,055 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 10:23:42,385 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 10:24:16,812 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 10:24:21,389 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 10:24:21,428 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 10:26:56,208 INFO  [CheckIn.StepPages.DisplayValidation] (line:28) 打开界面
2014-08-08 10:26:56,347 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 10:27:02,772 INFO  [CheckIn.StepPages.ReadIdCard] (line:35) 打开界面
2014-08-08 10:27:02,973 INFO  [CheckIn.StepPages.DisplayValidation] (line:119) 退出界面
2014-08-08 10:27:03,198 DEBUG [CheckIn.StepPages.ReadIdCard] (line:66) 打开读身份证
2014-08-08 10:29:40,958 INFO  [CheckIn.StepPages.ReadIdCard] (line:261) 退出界面
2014-08-08 10:29:50,322 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 10:29:55,422 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 10:29:55,452 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 10:30:08,987 INFO  [CheckIn.StepPages.DisplayValidation] (line:28) 打开界面
2014-08-08 10:30:09,026 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 10:30:10,704 INFO  [CheckIn.StepPages.ReadIdCard] (line:35) 打开界面
2014-08-08 10:30:10,739 INFO  [CheckIn.StepPages.DisplayValidation] (line:119) 退出界面
2014-08-08 10:30:10,944 DEBUG [CheckIn.StepPages.ReadIdCard] (line:66) 打开读身份证
2014-08-08 10:30:11,979 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:12,993 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:14,007 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:15,021 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:16,035 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:17,049 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:18,063 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:19,077 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:20,091 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:21,105 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:22,119 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:23,133 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:24,149 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:25,161 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:26,175 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:27,189 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:28,203 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:29,218 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:30,231 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:31,245 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:32,259 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:33,274 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:34,288 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:35,301 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:36,316 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:37,330 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:38,344 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:39,357 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:40,372 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:41,386 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:42,399 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:43,429 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:44,442 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:45,456 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:46,471 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:47,485 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:48,499 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:49,513 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:50,527 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:51,542 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:52,555 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:53,569 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:54,583 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:55,597 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:56,626 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:57,641 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:58,655 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:30:59,668 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:00,683 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:01,696 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:02,711 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:03,724 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:04,740 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:05,768 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:06,783 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:07,796 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:08,811 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:09,825 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:10,839 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:11,853 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:12,867 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:13,880 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:14,895 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:15,910 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:16,922 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:17,936 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:18,951 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:19,965 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:20,978 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:21,994 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:23,008 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:24,021 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:25,034 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:26,048 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:27,063 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:28,076 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:29,090 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:30,106 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:31,119 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:32,133 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:33,147 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:34,161 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:35,174 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:36,189 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:37,202 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:38,216 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:39,231 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:40,245 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:41,260 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:42,273 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:43,288 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:44,301 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:45,315 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:46,329 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:47,343 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:48,356 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:49,371 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:50,384 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:51,398 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 10:31:52,422 INFO  [CheckIn.StepPages.ReadIdCard] (line:261) 退出界面
************ System Start **********2014-08-08 11:27:04,384 INFO  [CheckIn.StepPages.InputPhone] (line:34) 打开界面
2014-08-08 11:27:14,621 INFO  [CheckIn.StepPages.RoomSelect] (line:34) 打开界面
2014-08-08 11:27:15,304 INFO  [CheckIn.StepPages.InputPhone] (line:219) 退出界面
2014-08-08 11:27:23,464 INFO  [CheckIn.StepPages.DisplayValidation] (line:28) 打开界面
2014-08-08 11:27:23,586 INFO  [CheckIn.StepPages.RoomSelect] (line:220) 退出界面
2014-08-08 11:27:24,884 INFO  [CheckIn.StepPages.ReadIdCard] (line:35) 打开界面
2014-08-08 11:27:25,151 INFO  [CheckIn.StepPages.DisplayValidation] (line:119) 退出界面
2014-08-08 11:27:25,348 DEBUG [CheckIn.StepPages.ReadIdCard] (line:66) 打开读身份证
2014-08-08 11:27:26,609 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:27,651 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:28,665 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:29,680 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:30,694 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:31,707 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:32,721 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:33,736 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:34,750 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:35,765 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:36,779 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:37,798 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:38,806 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:39,820 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:40,835 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:41,848 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:42,868 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:43,876 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:44,890 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:45,903 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:46,922 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:47,932 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:48,946 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:49,960 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:50,974 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:51,991 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:53,002 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:54,016 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:55,031 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:56,050 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:57,059 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:58,072 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:27:59,086 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:00,105 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:01,114 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:02,128 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:03,142 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:04,160 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:05,173 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:06,183 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:07,198 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:08,212 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:09,225 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:10,240 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
2014-08-08 11:28:11,255 DEBUG [CheckIn.StepPages.ReadIdCard] (line:113) 未找到身份证。
